Customer_ID,Total_Orders,Total_Revenue,Total_Profit,Avg_Discount,Avg_Age,Total_Quantity,Segment,Segment_Label
C0093,2,6312.66,1559.7199999999998,0.135,39.5,8.0,2,Mid Value
C0094,5,9324.26,1444.8700000000001,0.142,39.8,16.0,2,Mid Value
C0095,4,6536.59,1390.0,0.1325,37.25,15.0,2,Mid Value
C0096,2,3538.2599999999998,817.06,0.095,47.5,6.0,0,Low Value
C0097,7,7796.71,1374.22,0.16999999999999998,38.285714285714285,24.0,1,High Value
C0099,4,10022.16,2292.1000000000004,0.095,46.25,14.0,1,High Value
C0100,5,6524.700000000001,1070.26,0.176,41.6,18.0,2,Mid Value
C0101,4,5882.09,1473.11,0.195,37.25,13.0,2,Mid Value
C0102,4,2638.96,545.91,0.0875,53.0,10.0,0,Low Value
C0103,8,8641.66,2060.49,0.15,37.375,28.0,1,High Value
C0104,3,6225.14,1682.68,0.09333333333333334,47.0,13.0,2,Mid Value
C0105,2,1547.28,347.77,0.1,27.5,8.0,0,Low Value
C0106,2,2750.22,613.5400000000001,0.09,31.0,5.0,0,Low Value
C0107,6,11122.92,2298.89,0.165,45.5,22.0,1,High Value
C0108,8,8044.74,2080.9900000000002,0.16625,41.625,25.0,1,High Value
C0109,3,2998.95,476.53,0.1366666666666667,26.666666666666668,5.0,0,Low Value
C0110,6,9289.23,2445.12,0.19666666666666666,43.333333333333336,23.0,1,High Value
C0111,4,5291.22,969.29,0.0825,34.5,16.0,2,Mid Value
C0112,2,755.51,140.76,0.095,37.0,4.0,0,Low Value
C0113,4,3251.91,619.62,0.1825,37.75,10.0,0,Low Value
C0114,4,4748.93,832.27,0.17750000000000002,57.75,12.0,2,Mid Value
C0115,3,5750.9,1467.69,0.14,52.333333333333336,11.0,2,Mid Value
C0116,3,2110.1,280.86,0.21666666666666667,55.333333333333336,8.0,0,Low Value
C0117,2,4497.44,1041.22,0.14,38.0,7.0,0,Low Value
C0118,2,949.3000000000001,281.59,0.09999999999999999,37.5,2.0,0,Low Value
C0120,4,8687.13,1665.95,0.07750000000000001,43.0,16.0,2,Mid Value
C0121,2,2761.69,766.41,0.035,40.0,6.0,0,Low Value
C0122,4,6161.55,1279.22,0.12,54.25,14.0,2,Mid Value
C0123,3,5318.29,1554.98,0.18666666666666668,44.333333333333336,8.0,2,Mid Value
C0124,7,5285.0199999999995,1200.21,0.18285714285714286,40.0,19.0,2,Mid Value
C0125,4,3128.29,740.0500000000001,0.17250000000000001,42.0,10.0,0,Low Value
C0126,5,10047.68,1699.54,0.124,45.0,17.0,1,High Value
C0128,6,13327.37,2618.1,0.06,33.0,25.0,1,High Value
C0129,7,8997.960000000001,2451.98,0.12571428571428572,41.142857142857146,19.0,1,High Value
C0130,4,4667.280000000001,1086.7,0.1825,41.75,7.0,2,Mid Value
C0131,2,965.1400000000001,304.94,0.06999999999999999,41.0,3.0,0,Low Value
C0132,1,592.09,139.85,0.03,31.0,2.0,0,Low Value
C0133,2,973.98,270.44,0.19,34.5,5.0,0,Low Value
C0134,2,3342.8599999999997,765.49,0.07,21.5,4.0,0,Low Value
C0135,1,3991.39,1161.6,0.14,47.0,5.0,0,Low Value
C0136,2,3563.09,797.52,0.185,50.0,7.0,0,Low Value
C0137,2,2372.41,489.24,0.14500000000000002,23.5,7.0,0,Low Value
C0138,5,5325.09,1177.35,0.178,42.0,14.0,2,Mid Value
C0139,5,4862.12,977.86,0.24,48.0,14.0,2,Mid Value
C0140,3,2402.48,721.1199999999999,0.19333333333333333,59.333333333333336,9.0,0,Low Value
C0141,5,11091.76,2311.87,0.176,41.4,19.0,1,High Value
C0142,5,5394.04,1169.53,0.18,43.6,14.0,2,Mid Value
C0143,2,3301.09,1059.5,0.20500000000000002,44.0,5.0,0,Low Value
C0144,2,2687.9,331.91,0.13,44.0,6.0,0,Low Value
C0145,6,7484.72,2293.6800000000003,0.16333333333333333,44.333333333333336,20.0,1,High Value
C0146,6,10799.33,2362.79,0.13,39.666666666666664,21.0,1,High Value
C0147,2,1692.48,373.81,0.21000000000000002,47.0,7.0,0,Low Value
C0148,2,1848.6200000000001,349.94,0.07500000000000001,49.5,3.0,0,Low Value
C0149,4,8474.76,1190.42,0.2025,34.75,17.0,2,Mid Value
C0150,6,5999.54,1692.61,0.12333333333333334,44.5,15.0,2,Mid Value
C0151,4,4176.41,999.51,0.2,41.25,11.0,2,Mid Value
C0152,4,4484.139999999999,974.99,0.1125,36.25,7.0,2,Mid Value
C0153,2,1128.78,255.55,0.175,46.0,3.0,0,Low Value
C0154,2,5411.14,820.0799999999999,0.11,44.5,10.0,0,Low Value
C0155,1,555.05,98.53,0.22,55.0,2.0,0,Low Value
C0156,2,4531.54,768.32,0.21000000000000002,39.0,10.0,0,Low Value
C0157,1,1058.72,194.5,0.13,57.0,2.0,0,Low Value
C0158,8,9305.33,2498.62,0.17500000000000002,35.625,28.0,1,High Value
C0159,1,2895.69,485.82,0.05,60.0,5.0,0,Low Value
C0161,5,4715.58,980.03,0.176,33.8,14.0,2,Mid Value
C0162,6,3931.53,853.53,0.14333333333333334,46.166666666666664,18.0,2,Mid Value
C0163,3,3864.99,909.89,0.14333333333333334,37.0,13.0,2,Mid Value
C0164,2,675.6999999999999,181.52,0.060000000000000005,49.0,2.0,0,Low Value
C0166,3,2687.06,491.32,0.20333333333333334,37.333333333333336,7.0,0,Low Value
C0167,4,7400.46,1382.26,0.1375,50.5,13.0,2,Mid Value
C0168,2,1117.57,255.36,0.2,46.0,4.0,0,Low Value
C0169,4,5292.79,1553.62,0.13999999999999999,41.5,12.0,2,Mid Value
C0170,6,5894.88,1182.93,0.10666666666666667,48.166666666666664,18.0,2,Mid Value
C0171,6,6140.51,1315.38,0.16666666666666666,46.333333333333336,17.0,2,Mid Value
C0172,6,6437.48,1434.48,0.165,39.5,20.0,2,Mid Value
C0173,6,6787.34,1271.68,0.18000000000000002,52.333333333333336,16.0,2,Mid Value
C0174,3,2074.27,408.59,0.13333333333333333,52.666666666666664,8.0,0,Low Value
C0175,6,4203.49,960.79,0.09666666666666666,46.166666666666664,20.0,2,Mid Value
C0176,3,6436.12,1922.32,0.17,47.0,11.0,2,Mid Value
C0177,4,4857.72,1148.7,0.14,47.75,14.0,2,Mid Value
C0178,2,1750.1399999999999,309.06,0.115,36.0,5.0,0,Low Value
C0179,6,12011.92,2713.52,0.16166666666666668,42.166666666666664,22.0,1,High Value
C0180,5,6401.11,1651.04,0.18,42.8,14.0,2,Mid Value
C0181,5,6909.15,1629.0,0.148,40.2,12.0,2,Mid Value
C0182,4,5040.58,1361.62,0.135,27.75,8.0,2,Mid Value
C0183,6,7502.969999999999,1408.64,0.16833333333333333,40.333333333333336,23.0,1,High Value
C0184,4,7413.36,1691.1,0.10750000000000001,45.75,10.0,2,Mid Value
C0185,4,2961.3199999999997,567.65,0.20500000000000002,44.0,11.0,0,Low Value
C0186,4,4855.12,1348.65,0.1275,42.0,13.0,2,Mid Value
C0187,4,2930.06,789.38,0.2225,38.25,9.0,0,Low Value
C0188,9,7421.610000000001,1369.1799999999998,0.16444444444444445,48.333333333333336,19.0,1,High Value
C0189,3,2271.4700000000003,554.05,0.26,44.0,10.0,0,Low Value
C0190,7,5710.639999999999,1377.23,0.1442857142857143,35.714285714285715,19.0,2,Mid Value
C0191,5,6706.9,1352.24,0.182,32.8,13.0,2,Mid Value
C0192,1,1262.83,216.73,0.29,26.0,4.0,0,Low Value
C0193,4,3895.89,829.5,0.1375,31.25,11.0,2,Mid Value
C0194,3,1277.08,282.28000000000003,0.22,49.666666666666664,3.0,0,Low Value
C0195,2,3306.4300000000003,1087.43,0.125,45.5,7.0,0,Low Value
C0196,5,7350.88,1331.01,0.1,35.8,15.0,2,Mid Value
C0197,5,4899.12,1431.34,0.182,46.0,15.0,2,Mid Value
C0198,6,12460.09,2626.94,0.19833333333333333,51.5,23.0,1,High Value
C0199,3,4528.21,1097.68,0.14,23.666666666666668,9.0,2,Mid Value
C0200,3,4425.67,1150.15,0.10000000000000002,43.333333333333336,9.0,2,Mid Value
C0201,2,4376.09,778.22,0.125,24.0,9.0,0,Low Value
C0202,5,4839.44,704.45,0.16999999999999998,42.0,14.0,2,Mid Value
C0203,5,7072.459999999999,1642.43,0.144,42.4,18.0,2,Mid Value
C0204,4,4005.44,805.3000000000001,0.1125,52.0,9.0,2,Mid Value
C0205,6,6348.17,1442.04,0.18833333333333332,47.0,23.0,2,Mid Value
C0206,2,1518.98,453.76,0.12000000000000001,27.5,6.0,0,Low Value
C0207,4,5812.17,1437.79,0.155,46.5,12.0,2,Mid Value
C0208,3,6174.82,1255.9,0.16,46.666666666666664,13.0,2,Mid Value
C0209,4,3193.66,839.78,0.14,36.0,10.0,2,Mid Value
C0210,5,6985.81,1167.3,0.11200000000000002,41.2,18.0,2,Mid Value
C0211,6,7965.26,1308.9,0.12166666666666666,43.5,23.0,1,High Value
C0212,3,1103.6399999999999,216.51,0.17333333333333334,34.333333333333336,5.0,0,Low Value
C0213,6,7641.02,1823.1599999999999,0.165,43.833333333333336,20.0,1,High Value
C0214,2,1619.56,483.5,0.08,40.5,6.0,0,Low Value
C0215,4,6069.09,1643.79,0.06,46.75,11.0,2,Mid Value
C0216,5,5469.62,1510.3500000000001,0.12,43.0,18.0,2,Mid Value
C0217,7,4092.65,981.05,0.12428571428571429,42.0,13.0,2,Mid Value
C0218,1,40.26,13.08,0.18,21.0,1.0,0,Low Value
C0219,3,4457.4,972.9300000000001,0.09333333333333334,55.0,9.0,0,Low Value
C0220,5,7211.93,1638.78,0.16799999999999998,44.2,16.0,2,Mid Value
C0221,4,3850.65,1078.91,0.17250000000000001,43.25,12.0,2,Mid Value
C0222,6,7659.09,1382.4,0.07333333333333333,38.5,17.0,2,Mid Value
C0223,4,2878.3900000000003,628.03,0.1325,52.5,9.0,0,Low Value
C0224,9,9319.15,2481.35,0.15666666666666665,32.888888888888886,29.0,1,High Value
C0225,1,408.73,87.29,0.29,21.0,1.0,0,Low Value
C0226,6,3814.4,754.23,0.14833333333333334,43.666666666666664,15.0,2,Mid Value
C0227,5,3667.3,506.31,0.156,40.6,11.0,2,Mid Value
C0228,4,7725.64,2029.69,0.115,46.25,17.0,2,Mid Value
C0229,4,2997.95,746.72,0.0775,40.5,12.0,2,Mid Value
C0230,2,1290.56,301.13,0.16,49.5,4.0,0,Low Value
C0231,4,2064.51,494.47,0.1675,48.25,11.0,0,Low Value
C0232,4,6134.1,1556.1000000000001,0.19,43.5,14.0,2,Mid Value
C0233,3,4977.59,992.2999999999998,0.17,43.0,11.0,2,Mid Value
C0234,5,4890.48,1063.85,0.174,30.0,9.0,2,Mid Value
C0235,4,7348.030000000001,2271.05,0.1225,44.75,14.0,2,Mid Value
C0236,2,3283.8,716.75,0.11,29.5,7.0,0,Low Value
C0237,6,3207.6,787.9300000000001,0.18333333333333335,40.5,23.0,2,Mid Value
C0238,1,2140.13,495.48,0.2,18.0,4.0,0,Low Value
C0239,3,2170.25,337.31,0.13999999999999999,40.333333333333336,8.0,0,Low Value
C0240,3,3894.77,907.49,0.20666666666666667,31.0,7.0,0,Low Value
C0241,8,11755.92,2584.93,0.1525,35.5,24.0,1,High Value
C0242,5,3327.3,477.1,0.118,50.8,14.0,2,Mid Value
C0243,1,133.29,17.46,0.21,34.0,3.0,0,Low Value
C0244,3,7500.03,2253.59,0.08,39.333333333333336,12.0,2,Mid Value
C0245,2,3000.71,866.8299999999999,0.025,33.0,6.0,0,Low Value
C0246,5,8505.33,2201.0,0.176,46.4,19.0,1,High Value
C0247,4,1533.45,420.69,0.22999999999999998,44.25,5.0,0,Low Value
C0248,6,8967.7,1502.52,0.14,39.5,19.0,1,High Value
C0249,5,6951.660000000001,1208.05,0.13799999999999998,37.6,15.0,2,Mid Value
C0250,1,3109.65,813.42,0.09,54.0,4.0,0,Low Value
C0251,7,10117.98,2122.59,0.15285714285714286,46.57142857142857,19.0,1,High Value
C0252,9,10277.17,1818.58,0.1511111111111111,37.888888888888886,28.0,1,High Value
C0253,5,3017.5299999999997,583.0600000000001,0.12,40.4,12.0,2,Mid Value
C0254,3,4021.52,951.77,0.09666666666666668,38.666666666666664,6.0,0,Low Value
C0255,8,10459.17,2143.54,0.1675,42.875,18.0,1,High Value
C0256,5,7068.49,1927.3,0.152,45.2,20.0,1,High Value
C0257,6,8757.63,1815.3,0.16,42.333333333333336,19.0,1,High Value
C0258,1,1466.86,200.8,0.1,54.0,2.0,0,Low Value
C0259,5,4741.26,1112.7199999999998,0.13799999999999998,36.4,13.0,2,Mid Value
C0260,2,5981.07,838.02,0.21000000000000002,40.0,10.0,0,Low Value
C0261,3,5169.21,1157.21,0.10666666666666667,36.333333333333336,8.0,2,Mid Value
C0262,5,5905.3,1198.94,0.166,47.2,13.0,2,Mid Value
C0263,2,1680.07,464.0,0.14,45.5,8.0,0,Low Value
C0264,4,5270.86,1130.1100000000001,0.1875,51.25,10.0,2,Mid Value
C0265,4,8981.51,1983.26,0.1,31.25,15.0,2,Mid Value
C0266,6,5903.58,883.26,0.21166666666666667,37.5,20.0,2,Mid Value
C0267,7,7881.67,1819.64,0.12714285714285714,36.0,27.0,1,High Value
C0268,2,1114.3000000000002,243.0,0.16999999999999998,57.5,4.0,0,Low Value
C0269,5,3961.08,630.23,0.138,54.0,12.0,2,Mid Value
C0271,8,7864.76,1767.17,0.14,33.5,23.0,1,High Value
C0272,1,113.76,19.11,0.14,65.0,2.0,0,Low Value
C0273,5,3338.07,630.7,0.196,41.0,12.0,2,Mid Value
C0274,7,12986.3,2828.06,0.15142857142857144,37.42857142857143,23.0,1,High Value
C0275,6,5475.71,1587.42,0.18000000000000002,36.333333333333336,12.0,2,Mid Value
C0276,3,1885.09,488.81,0.19666666666666668,38.666666666666664,11.0,0,Low Value
C0278,4,6378.95,1740.27,0.135,48.5,16.0,2,Mid Value
C0279,3,6333.67,1392.05,0.15666666666666665,49.0,12.0,2,Mid Value
C0280,7,9053.12,1601.95,0.16571428571428573,41.57142857142857,24.0,1,High Value
C0281,2,3183.54,611.89,0.16,31.0,5.0,0,Low Value
C0282,4,7683.17,2065.74,0.215,32.0,15.0,2,Mid Value
C0283,3,1415.78,276.8,0.16666666666666666,38.0,9.0,0,Low Value
C0284,3,4259.58,705.3399999999999,0.17333333333333334,49.666666666666664,11.0,0,Low Value
C0285,6,7197.74,1637.29,0.085,40.833333333333336,18.0,2,Mid Value
C0286,6,6707.77,1337.55,0.135,44.333333333333336,14.0,2,Mid Value
C0287,4,5946.08,1102.95,0.16,48.0,11.0,2,Mid Value
C0288,6,5370.969999999999,1185.62,0.125,42.5,14.0,2,Mid Value
C0289,2,1396.42,267.99,0.26,41.5,3.0,0,Low Value
C0290,6,4387.7,1145.07,0.19666666666666666,33.833333333333336,13.0,2,Mid Value
C0291,5,7056.27,1804.37,0.146,52.0,12.0,2,Mid Value
C0292,3,3800.88,1096.19,0.06333333333333334,51.666666666666664,7.0,0,Low Value
C0293,2,3680.5299999999997,762.05,0.1,55.0,8.0,0,Low Value
C0294,8,11593.630000000001,3093.2799999999997,0.08875,40.125,27.0,1,High Value
C0295,5,3262.04,682.22,0.236,42.8,13.0,2,Mid Value
C0296,4,4645.31,656.92,0.195,34.25,8.0,0,Low Value
C0297,8,12308.22,2987.4,0.1325,26.625,26.0,1,High Value
C0298,2,1792.37,403.76,0.04,42.0,7.0,0,Low Value
C0299,6,4691.85,1183.0,0.17666666666666667,32.666666666666664,13.0,2,Mid Value
C0300,4,3719.24,594.41,0.13999999999999999,38.25,16.0,2,Mid Value
C0301,3,1193.26,209.63,0.13,33.666666666666664,5.0,0,Low Value
C0302,3,2229.21,458.28999999999996,0.18000000000000002,45.0,11.0,0,Low Value
C0303,5,5543.04,1247.3600000000001,0.128,49.0,10.0,2,Mid Value
C0304,3,3994.17,753.77,0.1366666666666667,50.0,12.0,0,Low Value
C0305,2,1114.77,189.18,0.19,29.5,2.0,0,Low Value
C0306,6,6109.89,1401.63,0.23,38.0,18.0,2,Mid Value
C0307,6,10780.6,2253.94,0.18666666666666668,32.166666666666664,18.0,1,High Value
C0308,3,4084.85,1097.22,0.24333333333333332,57.0,7.0,0,Low Value
C0309,2,1236.43,319.46000000000004,0.295,40.0,9.0,0,Low Value
C0310,6,6982.88,1970.0600000000002,0.11333333333333333,43.0,18.0,1,High Value
C0311,3,6103.17,1761.3899999999999,0.07333333333333333,42.666666666666664,13.0,2,Mid Value
C0312,5,6270.42,1579.67,0.186,52.6,14.0,2,Mid Value
C0313,4,8272.07,1768.5000000000002,0.1,22.75,14.0,2,Mid Value
C0314,2,1587.17,470.64000000000004,0.125,43.0,3.0,0,Low Value
C0315,1,1981.2,672.12,0.16,38.0,3.0,0,Low Value
C0316,4,4325.25,1015.83,0.14500000000000002,26.25,10.0,2,Mid Value
C0317,4,5680.43,1428.52,0.165,43.25,16.0,2,Mid Value
C0318,2,791.45,227.07,0.11499999999999999,43.5,3.0,0,Low Value
C0319,4,6080.75,915.1299999999999,0.16,42.5,12.0,2,Mid Value
C0320,4,6306.67,1816.06,0.14750000000000002,45.5,14.0,2,Mid Value
C0321,4,10264.79,1730.3899999999999,0.175,37.5,17.0,2,Mid Value
C0322,1,878.82,169.98,0.0,47.0,1.0,0,Low Value
C0323,4,2505.14,807.3800000000001,0.1825,51.0,8.0,0,Low Value
C0324,3,5414.21,1368.24,0.13,46.0,9.0,2,Mid Value
C0325,3,2202.7000000000003,401.69,0.18666666666666665,41.666666666666664,9.0,0,Low Value
C0326,3,4223.97,1311.72,0.10666666666666667,35.0,11.0,2,Mid Value
C0327,7,11430.19,2671.06,0.1442857142857143,42.42857142857143,19.0,1,High Value
C0328,6,9694.84,2196.7999999999997,0.16666666666666666,35.5,16.0,1,High Value
C0329,3,3986.6800000000003,837.49,0.17666666666666667,45.333333333333336,8.0,0,Low Value
C0330,5,6357.889999999999,1315.96,0.242,27.8,14.0,2,Mid Value
C0331,6,10786.78,2451.92,0.16333333333333333,38.5,21.0,1,High Value
C0332,7,6823.78,1538.5,0.17285714285714285,49.857142857142854,22.0,1,High Value
C0333,3,6308.889999999999,1416.54,0.20333333333333334,51.333333333333336,9.0,2,Mid Value
C0334,6,9464.88,2282.1,0.13,44.0,15.0,1,High Value
C0335,4,4470.3099999999995,1062.45,0.19,48.75,12.0,2,Mid Value
C0336,2,5091.16,1122.0700000000002,0.065,61.5,7.0,0,Low Value
C0337,3,2645.6400000000003,595.04,0.12666666666666668,37.0,10.0,0,Low Value
C0338,4,7387.049999999999,1669.8799999999999,0.1275,46.75,13.0,2,Mid Value
C0339,5,7910.77,2105.0,0.034,40.8,19.0,1,High Value
C0340,6,8861.78,1264.82,0.12833333333333333,44.666666666666664,25.0,1,High Value
C0341,4,6768.72,1071.3600000000001,0.19999999999999998,35.0,15.0,2,Mid Value
C0342,4,7004.64,1296.12,0.105,37.5,17.0,2,Mid Value
C0343,9,17587.11,4432.92,0.13,48.77777777777778,27.0,1,High Value
C0344,5,5896.1,1377.82,0.11800000000000002,40.6,12.0,2,Mid Value
C0345,6,10097.3,2304.98,0.18166666666666667,51.666666666666664,22.0,1,High Value
C0346,4,8061.11,1933.83,0.14500000000000002,38.25,12.0,2,Mid Value
C0347,4,3664.58,902.3299999999999,0.0825,42.25,11.0,2,Mid Value
C0348,3,1658.94,415.44,0.23333333333333336,49.666666666666664,5.0,0,Low Value
C0349,3,3419.5199999999995,782.14,0.1366666666666667,48.666666666666664,8.0,0,Low Value
C0351,4,5083.86,864.5,0.10250000000000001,43.5,9.0,2,Mid Value
C0352,2,3429.1000000000004,470.71999999999997,0.22000000000000003,43.5,8.0,0,Low Value
C0353,3,2159.81,477.46000000000004,0.18666666666666668,49.333333333333336,11.0,0,Low Value
C0354,4,3679.0699999999997,922.17,0.21,26.75,7.0,0,Low Value
C0355,2,894.11,152.47,0.26,43.0,5.0,0,Low Value
C0356,1,2300.9,352.38,0.22,20.0,3.0,0,Low Value
C0357,6,10888.92,1808.51,0.12166666666666666,36.666666666666664,21.0,1,High Value
C0358,5,9067.88,2389.43,0.11599999999999999,53.8,17.0,1,High Value
C0359,2,3681.78,958.52,0.045,20.0,7.0,0,Low Value
C0360,1,350.7,75.38,0.13,26.0,1.0,0,Low Value
C0361,6,3992.1899999999996,767.96,0.19833333333333333,51.833333333333336,14.0,2,Mid Value
C0362,2,1977.31,283.49,0.13,39.0,3.0,0,Low Value
C0363,3,5818.6,882.8299999999999,0.09666666666666668,60.333333333333336,9.0,2,Mid Value
